ppo,ac,random,baseline
3270.219167292118,821.9459803700447,-122.96189069747925,1450.0552983283997
3211.625693678856,718.9483062028885,-110.0,2520.8986451029778
-119.19627547264099,1216.3378301858902,-632.9618906974792,1846.4913296103477
3628.1204250454903,-121.14167487621307,-132.99193716049194,1349.6580975055695
3677.013635635376,1251.0058521032333,-135.0,2062.229533433914
3331.07515501976,1151.961727797985,-300.0,1604.1718834638596
3613.811093866825,-100.3241651058197,-300.0,1837.2650836110115
3111.4408593177795,-103.60714936256409,-332.96189069747925,1952.9121463298798
4213.229391634464,1900.302284002304,-600.0,2568.921681046486
3371.7552646398544,2097.089963555336,-129.0,-104.48080343008041
2056.5978563427925,407.89525723457336,-174.0300464630127,2485.8913333415985
3713.0424243807793,1636.4310396313667,-130.93989086151123,1766.5996121168137
3489.0398008823395,-119.61453104019165,-290.0,2618.3343784213066
2730.6562740802765,2014.0257390737534,-200.0,1662.7178153395653
2964.6293674707413,-103.21073269844055,-200.0,1430.9476929306984
4113.521451532841,1177.685207605362,-124.0,2582.6886700987816
3609.252111375332,2670.5665906071663,-114.0,2706.2361345887184
3421.704134583473,1202.9758417606354,-290.0,1210.6587631106377
3530.2316951155663,501.4246560931206,-100.0,2008.138003885746
3333.6167498230934,1757.1362394690514,-122.14195775985718,2664.6434699893
3654.4725986123085,-120.53571790456772,-659.9618906974792,974.0732439160347
3206.764107942581,1847.6184991002083,-340.0,2226.0212512612343
3772.631484389305,745.4092411994934,-100.0,1841.8694952726364
3782.4731354117393,1470.9473025202751,-305.99193716049194,1381.7082325220108
4447.28370988369,1733.073591887951,-333.72685158252716,2659.523508787155
3001.883595228195,1620.8309407234192,-600.0,2166.7935404777527
2740.4322246313095,1854.24595195055,-100.0,1844.2072219848633
2679.841599881649,809.8714358210564,-100.0,923.035244166851
2634.148810207844,-116.92919170856476,-142.0,2066.586108446121
3963.7866626381874,1128.2904974222183,-300.0,2410.15113979578
2291.895208954811,1477.4010267853737,-180.0,2144.0320650935173
2248.635920226574,1342.3336178660393,-600.0,1528.5871844887733
3351.5620972514153,2091.1668261289597,-600.0,1559.6767867803574
3730.909603238106,2023.5871235132217,-568.5540289878845,2170.7958075404167
-109.14580190181732,1063.624496459961,-171.87663972377777,2800.7866594195366
3302.2261548638344,1641.8177450299263,-112.0,1397.0599215626717
3744.2811558246613,1667.6179632544518,-135.31374621391296,1926.7818059325218
3334.8820571303368,1067.9807257652283,-304.0,2166.516832590103
3469.3956320285797,1415.0168704390526,-157.0,1864.5569607019424
3978.6756942868233,1446.8237727284431,-110.44074058532715,1307.5774928331375
2869.0497809052467,1839.359227001667,-632.9618906974792,1852.5623788237572
3284.0140704512596,699.0990754961967,-144.0,2463.5976634025574
3426.2815408706665,1969.5945365428925,-600.0,2510.4099400639534
3653.935940682888,935.6531242728233,-620.0,1911.7182676792145
3697.7764610648155,1813.0609407424927,-157.0,1618.8430439829826
2995.8724184036255,829.5618369579315,-184.0132999420166,2403.4457328915596
3554.4214349985123,382.78640991449356,-600.0,1311.7419102191925
3674.2894040346146,1711.766309261322,-300.0,-110.99329018592834
3910.6096003055573,1242.042202949524,-290.0,2678.2303035259247
4211.971539974213,1317.5710220336914,-184.5320291519165,1842.6129913330078
3404.1694806814194,1866.5916068553925,-290.0,1888.047382593155
3413.8663236498833,1452.2181775569916,-340.0,971.1953520774841
4163.488986551762,964.8308421373367,-119.0,2085.664585828781
-117.30499702692032,1058.3045287132263,-142.90178155899048,1904.8636788129807
3063.957215845585,846.6648119091988,-171.0,2591.19115203619
3742.896571159363,913.5243955850601,-305.99193716049194,1995.0554023981094
4305.729115247726,1441.6478941440582,-100.0,3407.654303729534
2544.1127412319183,1467.1521487236023,-200.0,-110.67244231700897
2973.6648112535477,1819.4388347268105,-600.0,1822.3586864471436
3168.248936831951,1118.4528949260712,-360.0,2548.532159745693
3735.5957500338554,1491.1462022662163,-100.0,3457.3953431248665
3833.4898979067802,1032.9148948788643,-103.93989086151123,2017.054053902626
3896.5211555957794,1507.0999643206596,-112.0,-113.08929544687271
3660.4475601911545,878.8226609826088,-146.20263528823853,1671.3356039524078
2812.410710275173,1046.0889042019844,-138.0300464630127,-108.61383926868439
4053.2419652938843,1629.012956738472,-600.0,1438.3166959881783
4109.718993604183,1619.4604902267456,-510.0,2609.1543878912926
3203.0057161450386,-109.33554297685623,-119.9465217590332,2647.0237859487534
3702.818788409233,1796.5191192030907,-232.96189069747925,1608.316461443901
3878.0692729353905,1152.248194515705,-100.0,2080.5614052414894
2711.94510692358,1663.325258910656,-360.0,1701.927633881569
3841.760886013508,-110.48065412044525,-600.0,1378.6074882745743
3693.68891620636,-138.0515217781067,-300.0,820.9747253060341
2425.6376851797104,867.7825364470482,-600.0,2553.8902719020844
3454.621496260166,1101.7034069895744,-300.0,2204.5538479089737
4385.770687818527,1246.7704226970673,-600.0,1681.821100950241
3900.7782453894615,1965.9783557653427,-600.0,2584.4326655864716
3631.948849618435,1800.7852804660797,-600.0,-135.07659363746643
4270.219819307327,-109.06140518188477,-124.31627416610718,1717.2414481043816
2714.4078512191772,725.9798208475113,-291.0,2364.3049477934837
3559.200673162937,-101.85799765586853,-300.0,2099.1386447548866
3542.0212301015854,-127.64151817560196,-600.0,2440.064934670925
2967.277773976326,994.415287733078,-160.65659272670746,1114.4832708835602
3626.9831998348236,1310.3976491093636,-600.0,1932.7104558944702
4328.0088012218475,1634.5655823946,-268.5540289878845,2291.75425606966
